epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,4.6130790258,0.105233433735,5.50222378764,0.0297683189655,-1,-1
1,3.82016715515,0.191029743976,4.39290526407,0.189251077586,-1,-1
2,3.41393847063,0.253059111446,3.21951362593,0.266567887931,-1,-1
3,3.13287954158,0.29303934488,2.81290133246,0.332839439655,-1,-1
4,2.85362286166,0.334031438253,3.07113399177,0.322332974138,-1,-1
5,2.67640512679,0.362198795181,2.76209944281,0.359375,-1,-1
6,2.51235331362,0.386577560241,2.6231765706,0.373518318966,-1,-1
7,2.36030263319,0.411685805723,2.50679490895,0.385910560345,-1,-1
8,2.23447218466,0.429781626506,2.36110621691,0.410425646552,-1,-1
9,2.10804252273,0.449783509036,2.35255570042,0.417295258621,-1,-1
10,1.9864316676,0.471762048193,2.31475172783,0.429822198276,-1,-1
11,1.887947066,0.493622929217,2.22748849721,0.445985991379,-1,-1
12,1.80624506093,0.513107115964,2.12466613178,0.459455818966,-1,-1
13,1.73839161015,0.527179028614,2.13760823628,0.464978448276,-1,-1
14,1.67150373559,0.542568712349,2.04567473921,0.477640086207,-1,-1
15,1.61985324736,0.553087349398,2.01877582073,0.486934267241,-1,-1
16,1.5666653083,0.566712161145,1.97848235533,0.494073275862,-1,-1
17,1.50974296949,0.57906626506,2.08211176354,0.477101293103,-1,-1
18,1.45873877729,0.592361634036,1.93858750319,0.506869612069,-1,-1
19,1.40806821509,0.603115587349,1.91097676343,0.512122844828,-1,-1
20,1.37416983441,0.612763554217,1.91655645905,0.511449353448,-1,-1
21,1.34068250028,0.61624623494,1.98733165963,0.506465517241,-1,-1
22,1.29035632079,0.629965173193,1.95659846067,0.507677801724,-1,-1
23,1.25447141819,0.639071912651,2.01146711563,0.500134698276,-1,-1
24,1.21633014945,0.647072665663,2.1242169409,0.491514008621,-1,-1
25,1.18430735512,0.657026543675,1.89638997357,0.524919181034,-1,-1
26,1.15339157308,0.664015436747,1.85445504147,0.52963362069,-1,-1
27,1.1168332739,0.669874811747,1.96937893177,0.519665948276,-1,-1
28,1.08996137528,0.679052146084,1.9417313029,0.529768318966,-1,-1
29,1.07193222768,0.681122929217,1.93557707811,0.52896012931,-1,-1
30,1.04259985254,0.689076618976,2.10122589613,0.504714439655,-1,-1
31,1.01244539992,0.695053652108,1.86900041227,0.539870689655,-1,-1
32,0.981790291976,0.706890060241,2.03864494891,0.516298491379,-1,-1
33,0.968343212842,0.707948983434,1.91447928651,0.532462284483,-1,-1
34,0.937262353229,0.718067582831,2.0872637054,0.510506465517,-1,-1
35,0.905191822583,0.72312688253,1.93365990499,0.533001077586,-1,-1
36,0.898470692426,0.726915474398,1.93029558042,0.537311422414,-1,-1
37,0.875876715205,0.734398531627,1.9531631182,0.534617456897,-1,-1
38,0.862104392913,0.73484563253,1.91613779602,0.54525862069,-1,-1
39,0.834822107241,0.743364081325,1.93372457192,0.538793103448,-1,-1
40,0.820312962654,0.748423381024,2.00246539198,0.542564655172,-1,-1
