epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,6.31986059681,0.0171370967742,5.30561934577,0.010016025641,-1,-1
1,5.25559050806,0.0287298387097,4.98856218248,0.0122863247863,-1,-1
2,5.07923743802,0.0504032258065,4.86675244723,0.0145566239316,-1,-1
3,4.90134900232,0.0655241935484,4.94213455151,0.0277777777778,-1,-1
4,4.83729719731,0.0751008064516,5.37747614608,0.0215010683761,-1,-1
5,4.49359198539,0.0997983870968,4.77420048225,0.0401976495726,-1,-1
6,4.47812501077,0.110383064516,4.46160183197,0.0512820512821,-1,-1
7,4.35568946408,0.12247983871,4.99632907219,0.0548878205128,-1,-1
8,4.2789062723,0.128024193548,4.18064002705,0.104967948718,-1,-1
9,4.02214882451,0.15372983871,3.89023198531,0.123664529915,-1,-1
10,4.09032841267,0.169858870968,4.08706246278,0.125267094017,-1,-1
11,3.89971791929,0.19002016129,5.29601927293,0.120325854701,-1,-1
12,3.66995620728,0.213205645161,4.1072646838,0.125133547009,-1,-1
13,3.60730241191,0.226310483871,4.15144546012,0.13421474359,-1,-1
14,3.43188517324,0.233366935484,4.20184579364,0.134748931624,-1,-1
15,3.31919542436,0.25,4.863826012,0.143963675214,-1,-1
16,3.08917719318,0.290322580645,4.80201828276,0.133947649573,-1,-1
17,2.88270100663,0.315524193548,4.84156583211,0.130208333333,-1,-1
18,2.73434998528,0.334677419355,4.62791395595,0.14610042735,-1,-1
19,2.6643555645,0.366935483871,4.80324869278,0.151709401709,-1,-1
20,2.43156573273,0.390120967742,4.82280491254,0.160790598291,-1,-1
21,2.24097103073,0.414818548387,4.65324762132,0.163728632479,-1,-1
22,1.98213672253,0.463205645161,4.35980925295,0.163862179487,-1,-1
23,1.84457724806,0.505544354839,5.02492637614,0.165598290598,-1,-1
24,1.7161912745,0.518649193548,5.07959300127,0.155448717949,-1,-1
25,1.56595527933,0.544858870968,4.94493506912,0.153846153846,-1,-1
26,1.40702476521,0.608366935484,4.72017273536,0.170272435897,-1,-1
27,1.24127723421,0.630544354839,5.03117541676,0.169738247863,-1,-1
28,1.18416662274,0.649697580645,5.04955552073,0.173878205128,-1,-1
29,1.12314084557,0.664818548387,4.78621548669,0.180288461538,-1,-1
30,0.994195424741,0.713205645161,5.54220577489,0.160657051282,-1,-1
31,0.865594601439,0.739415322581,5.02770453437,0.177884615385,-1,-1
32,0.796363971406,0.764112903226,4.91422135504,0.180689102564,-1,-1
33,0.751602774666,0.770665322581,4.83100631196,0.18936965812,-1,-1
34,0.672593526302,0.797379032258,5.53277401028,0.173611111111,-1,-1
35,0.646057577383,0.801411290323,5.10389192593,0.183627136752,-1,-1
36,0.568266271103,0.821572580645,5.13827862087,0.185763888889,-1,-1
37,0.47107186577,0.849798387097,4.91365202268,0.181223290598,-1,-1
38,0.457777126302,0.868951612903,5.08705772498,0.18563034188,-1,-1
